application_id,customer_id,application_date,channel,applicant_age,employment_type,housing_status,annual_income,credit_score,risk_tier,debt_to_income_ratio,loan_purpose,loan_amount,loan_term_months,interest_rate_pct,final_stage_reached,application_status,portfolio_loan_status,outstanding_balance,total_funnel_duration_hours
APP-002725,CUST-002725,2022-08-09,Affiliate Partner,33,Full-Time,Mortgage,45974,581,Tier D (Subprime),0.543,Personal,22000,36,22.81,Document Verification,Credit Declined,Declined_Credit,0.0,42.29
APP-002726,CUST-002726,2024-04-22,Direct Web,26,Full-Time,Mortgage,53619,709,Tier B (Good),0.178,Small Business,24500,60,10.75,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,12.7
APP-002727,CUST-002727,2022-04-28,Direct Web,39,Full-Time,Mortgage,115626,657,Tier C (Fair),0.48,Auto Refinance,6500,60,16.42,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,16.34
APP-002728,CUST-002728,2024-05-02,Affiliate Partner,32,Full-Time,Mortgage,48083,551,Tier E (Deep Subprime),0.313,Personal,22500,36,28.65,Disbursed,Active/Funded,Current (Good Standing),19375.0,127.09
APP-002729,CUST-002729,2024-10-12,Mobile App,58,Full-Time,Rent,45681,709,Tier B (Good),0.429,Personal,10500,36,11.56,Disbursed,Active/Funded,Current (Good Standing),10208.33,64.19
APP-002730,CUST-002730,2023-08-25,Direct Web,22,Full-Time,Mortgage,52713,695,Tier C (Fair),0.461,Small Business,18500,36,16.87,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,27.19
APP-002731,CUST-002731,2023-10-15,Affiliate Partner,33,Full-Time,Rent,52352,608,Tier D (Subprime),0.359,Debt Consolidation,19000,60,22.44,Document Verification,Credit Declined,Declined_Credit,0.0,43.06
APP-002732,CUST-002732,2023-05-17,Mobile App,29,Self-Employed,Rent,81437,773,Tier A (Excellent),0.522,Auto Refinance,13500,60,9.24,Disbursed,Active/Funded,Delinquent (60-89 DPD),10489.22,117.37
APP-002733,CUST-002733,2024-04-19,Broker Aggregator,54,Full-Time,Other,102417,747,Tier B (Good),0.243,Personal,11000,60,10.65,Disbursed,Active/Funded,Current (Good Standing),9900.0,124.8
APP-002734,CUST-002734,2022-04-30,Direct Web,28,Full-Time,Mortgage,43782,612,Tier D (Subprime),0.308,Auto Refinance,39500,60,21.8,Lead Captured,Abandoned,Incomplete,0.0,0.32
APP-002735,CUST-002735,2024-07-15,Mobile App,37,Self-Employed,Mortgage,19706,680,Tier C (Fair),0.435,Personal,20500,36,15.74,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,24.66
APP-002736,CUST-002736,2023-08-17,Direct Web,42,Contractor,Rent,24908,640,Tier C (Fair),0.337,Personal,14500,60,15.7,Lead Captured,Abandoned,Incomplete,0.0,3.14
APP-002737,CUST-002737,2023-09-28,Mobile App,53,Full-Time,Mortgage,48320,694,Tier C (Fair),0.394,Debt Consolidation,20000,36,16.46,Disbursed,Active/Funded,Current (Good Standing),12777.78,133.21
APP-002738,CUST-002738,2023-05-28,Mobile App,44,Contractor,Mortgage,18000,503,Tier E (Deep Subprime),0.487,Personal,12000,36,29.84,Credit Approved,Offer Declined,Offer_Rejected,0.0,142.73
APP-002739,CUST-002739,2022-09-06,Broker Aggregator,38,Full-Time,Rent,55599,850,Tier A (Excellent),0.163,Auto Refinance,8000,36,8.05,Credit Approved,Offer Declined,Offer_Rejected,0.0,75.25
APP-002740,CUST-002740,2023-04-11,Affiliate Partner,28,Full-Time,Rent,44781,606,Tier D (Subprime),0.273,Debt Consolidation,19500,60,21.49,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,19.68
APP-002741,CUST-002741,2024-01-19,Mobile App,27,Full-Time,Mortgage,31221,700,Tier B (Good),0.263,Home Improvement,10000,60,10.66,Disbursed,Active/Funded,Current (Good Standing),8500.0,146.3
APP-002742,CUST-002742,2024-01-31,Broker Aggregator,38,Full-Time,Mortgage,29087,711,Tier B (Good),0.313,Home Improvement,21500,36,11.05,Disbursed,Active/Funded,Current (Good Standing),16722.22,141.15
APP-002743,CUST-002743,2023-03-31,Mobile App,29,Full-Time,Rent,122839,750,Tier A (Excellent),0.206,Debt Consolidation,20500,60,8.06,Disbursed,Active/Funded,Current (Good Standing),14008.33,106.29
APP-002744,CUST-002744,2024-05-15,Direct Web,24,Full-Time,Mortgage,75601,672,Tier C (Fair),0.32,Debt Consolidation,25000,36,15.18,Disbursed,Active/Funded,Current (Good Standing),21527.78,66.74
APP-002745,CUST-002745,2022-02-11,Broker Aggregator,42,Self-Employed,Mortgage,57451,677,Tier C (Fair),0.246,Debt Consolidation,19000,36,15.1,Disbursed,Active/Funded,Current (Good Standing),2111.11,150.75
APP-002746,CUST-002746,2023-05-04,Broker Aggregator,33,Self-Employed,Rent,34266,805,Tier A (Excellent),0.379,Debt Consolidation,14500,36,8.89,Disbursed,Active/Funded,Current (Good Standing),7250.0,96.43
APP-002747,CUST-002747,2022-10-11,Direct Web,53,Self-Employed,Mortgage,43409,803,Tier A (Excellent),0.23,Personal,14500,60,8.61,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,30.32
APP-002748,CUST-002748,2023-01-05,Direct Web,37,Full-Time,Rent,55867,657,Tier C (Fair),0.579,Home Improvement,30000,36,16.42,Document Verification,Credit Declined,Declined_Credit,0.0,73.79
APP-002749,CUST-002749,2022-10-21,Mobile App,43,Full-Time,Rent,18000,750,Tier A (Excellent),0.249,Auto Refinance,20500,36,7.93,Disbursed,Active/Funded,Current (Good Standing),6833.33,117.54
APP-002750,CUST-002750,2024-01-24,Direct Web,38,Self-Employed,Rent,28772,837,Tier A (Excellent),0.627,Auto Refinance,34000,60,10.82,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,11.79
APP-002751,CUST-002751,2023-06-04,Mobile App,24,Full-Time,Rent,94549,568,Tier E (Deep Subprime),0.273,Personal,22500,36,27.99,Lead Captured,Abandoned,Incomplete,0.0,1.62
APP-002752,CUST-002752,2022-08-22,Direct Web,44,Contractor,Rent,25402,631,Tier D (Subprime),0.424,Auto Refinance,16500,36,22.68,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,26.17
APP-002753,CUST-002753,2023-04-17,Direct Web,40,Full-Time,Rent,34943,614,Tier D (Subprime),0.264,Personal,28000,36,21.76,Document Verification,Credit Declined,Declined_Credit,0.0,35.26
APP-002754,CUST-002754,2022-09-20,Broker Aggregator,36,Full-Time,Rent,84785,810,Tier A (Excellent),0.373,Personal,21000,60,8.9,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,25.96
APP-002755,CUST-002755,2024-04-14,Mobile App,51,Full-Time,Rent,37312,652,Tier C (Fair),0.222,Auto Refinance,28500,36,14.71,Document Verification,Credit Declined,Declined_Credit,0.0,39.63
APP-002756,CUST-002756,2023-10-18,Direct Web,33,Full-Time,Mortgage,62855,658,Tier C (Fair),0.457,Debt Consolidation,17500,36,15.85,Lead Captured,Abandoned,Incomplete,0.0,3.39
APP-002757,CUST-002757,2024-03-22,Direct Web,62,Full-Time,Own,58241,579,Tier E (Deep Subprime),0.472,Personal,40000,60,28.97,Document Verification,Credit Declined,Declined_Credit,0.0,45.77
APP-002758,CUST-002758,2023-11-14,Mobile App,25,Self-Employed,Own,82685,666,Tier C (Fair),0.33,Personal,20500,36,15.51,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,18.15
APP-002759,CUST-002759,2023-01-24,Broker Aggregator,53,Full-Time,Mortgage,56310,584,Tier D (Subprime),0.275,Personal,12000,36,21.27,Document Verification,Credit Declined,Declined_Credit,0.0,35.04
APP-002760,CUST-002760,2022-09-13,Direct Web,35,Contractor,Own,24567,704,Tier B (Good),0.462,Home Improvement,9000,36,11.35,Lead Captured,Abandoned,Incomplete,0.0,3.05
APP-002761,CUST-002761,2024-04-29,Mobile App,34,Full-Time,Rent,63509,625,Tier D (Subprime),0.446,Home Improvement,31500,60,22.8,Disbursed,Active/Funded,Current (Good Standing),28875.0,133.52
APP-002762,CUST-002762,2023-07-25,Direct Web,40,Self-Employed,Mortgage,63722,764,Tier A (Excellent),0.163,Auto Refinance,12500,60,7.32,Lead Captured,Abandoned,Incomplete,0.0,3.26
APP-002763,CUST-002763,2023-04-13,Broker Aggregator,54,Full-Time,Rent,105735,603,Tier D (Subprime),0.562,Debt Consolidation,28500,60,23.27,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,18.23
APP-002764,CUST-002764,2024-03-26,Mobile App,50,Self-Employed,Rent,42015,724,Tier B (Good),0.284,Home Improvement,12000,60,11.04,Disbursed,Active/Funded,Delinquent (60-89 DPD),9953.54,126.86
APP-002765,CUST-002765,2022-09-17,Broker Aggregator,58,Full-Time,Own,55637,500,Tier E (Deep Subprime),0.285,Personal,24500,36,28.99,Lead Captured,Abandoned,Incomplete,0.0,0.61
APP-002766,CUST-002766,2023-09-11,Mobile App,59,Contractor,Mortgage,33681,737,Tier B (Good),0.131,Personal,27500,60,10.19,Disbursed,Active/Funded,Current (Good Standing),21541.67,103.09
APP-002767,CUST-002767,2023-02-14,Mobile App,21,Full-Time,Mortgage,81971,796,Tier A (Excellent),0.421,Personal,15500,60,8.74,Credit Approved,Offer Declined,Offer_Rejected,0.0,108.6
APP-002768,CUST-002768,2023-10-30,Direct Web,27,Full-Time,Mortgage,33989,550,Tier E (Deep Subprime),0.174,Debt Consolidation,38500,36,28.08,Document Verification,Credit Declined,Declined_Credit,0.0,54.52
APP-002769,CUST-002769,2023-01-11,Direct Web,44,Full-Time,Mortgage,29966,576,Tier E (Deep Subprime),0.252,Personal,35000,36,29.01,Document Verification,Credit Declined,Declined_Credit,0.0,32.21
APP-002770,CUST-002770,2022-04-05,Direct Web,43,Part-Time,Mortgage,34768,815,Tier A (Excellent),0.293,Home Improvement,30000,36,8.45,Disbursed,Active/Funded,Current (Good Standing),4166.67,88.85
APP-002771,CUST-002771,2024-09-21,Mobile App,46,Full-Time,Mortgage,39646,717,Tier B (Good),0.279,Small Business,22000,60,10.87,Disbursed,Active/Funded,Current (Good Standing),21633.33,120.79
APP-002772,CUST-002772,2024-06-03,Direct Web,36,Self-Employed,Mortgage,131442,788,Tier A (Excellent),0.279,Small Business,39500,60,8.3,Disbursed,Active/Funded,Current (Good Standing),36866.67,146.38
APP-002773,CUST-002773,2023-09-14,Mobile App,21,Full-Time,Rent,55908,656,Tier C (Fair),0.25,Personal,22500,60,15.55,Document Verification,Credit Declined,Declined_Credit,0.0,38.64
APP-002774,CUST-002774,2023-09-01,Mobile App,47,Full-Time,Own,38712,705,Tier B (Good),0.314,Auto Refinance,24000,36,11.38,Disbursed,Active/Funded,Current (Good Standing),15333.33,128.4
APP-002775,CUST-002775,2022-01-29,Mobile App,38,Full-Time,Mortgage,59266,557,Tier E (Deep Subprime),0.65,Debt Consolidation,15000,36,30.59,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,6.92
APP-002776,CUST-002776,2022-11-08,Broker Aggregator,34,Full-Time,Mortgage,70697,664,Tier C (Fair),0.331,Personal,18000,60,15.16,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,19.05
APP-002777,CUST-002777,2023-03-23,Affiliate Partner,29,Full-Time,Mortgage,56161,800,Tier A (Excellent),0.334,Auto Refinance,27500,60,8.52,Disbursed,Active/Funded,Current (Good Standing),18791.67,99.98
APP-002778,CUST-002778,2023-11-03,Mobile App,44,Full-Time,Mortgage,51058,679,Tier C (Fair),0.374,Debt Consolidation,24000,36,15.91,Document Verification,Credit Declined,Declined_Credit,0.0,61.01
APP-002779,CUST-002779,2024-03-15,Mobile App,50,Full-Time,Mortgage,63930,628,Tier D (Subprime),0.05,Home Improvement,20000,60,20.8,Document Verification,Credit Declined,Declined_Credit,0.0,16.49
APP-002780,CUST-002780,2024-07-12,Affiliate Partner,43,Full-Time,Rent,47954,651,Tier C (Fair),0.206,Auto Refinance,6500,60,14.96,Disbursed,Active/Funded,Current (Good Standing),6175.0,119.1
APP-002781,CUST-002781,2022-03-02,Affiliate Partner,55,Self-Employed,Mortgage,66075,612,Tier D (Subprime),0.21,Auto Refinance,11000,60,21.79,Document Verification,Credit Declined,Declined_Credit,0.0,48.99
APP-002782,CUST-002782,2023-04-21,Direct Web,38,Full-Time,Rent,38761,781,Tier A (Excellent),0.29,Debt Consolidation,39500,60,8.62,Lead Captured,Abandoned,Incomplete,0.0,2.06
APP-002783,CUST-002783,2023-02-06,Broker Aggregator,36,Full-Time,Own,27211,649,Tier C (Fair),0.212,Debt Consolidation,19500,36,15.49,Disbursed,Active/Funded,Current (Good Standing),8666.67,138.28
APP-002784,CUST-002784,2022-05-15,Direct Web,32,Full-Time,Own,24313,608,Tier D (Subprime),0.255,Personal,26500,36,21.1,Document Verification,Credit Declined,Declined_Credit,0.0,53.24
APP-002785,CUST-002785,2023-04-12,Broker Aggregator,34,Full-Time,Rent,30012,729,Tier B (Good),0.327,Small Business,34000,60,11.08,Disbursed,Active/Funded,Current (Good Standing),23800.0,144.08
APP-002786,CUST-002786,2022-06-14,Affiliate Partner,55,Full-Time,Mortgage,109253,798,Tier A (Excellent),0.385,Debt Consolidation,21000,60,8.49,Disbursed,Active/Funded,Current (Good Standing),11200.0,78.47
APP-002787,CUST-002787,2022-02-11,Affiliate Partner,61,Contractor,Rent,18000,641,Tier C (Fair),0.445,Debt Consolidation,24000,36,16.31,Disbursed,Active/Funded,Current (Good Standing),2666.67,112.05
APP-002788,CUST-002788,2023-04-23,Direct Web,27,Full-Time,Rent,53687,550,Tier E (Deep Subprime),0.381,Auto Refinance,18500,36,29.27,Document Verification,Credit Declined,Declined_Credit,0.0,27.75
APP-002789,CUST-002789,2024-05-26,Mobile App,41,Full-Time,Own,61863,521,Tier E (Deep Subprime),0.268,Personal,35500,36,29.05,Disbursed,Active/Funded,Delinquent (60-89 DPD),19520.14,127.72
APP-002790,CUST-002790,2024-02-02,Direct Web,43,Full-Time,Rent,52345,748,Tier B (Good),0.254,Home Improvement,16000,60,11.42,Disbursed,Active/Funded,Current (Good Standing),13866.67,82.07
APP-002791,CUST-002791,2024-10-13,Broker Aggregator,39,Contractor,Rent,28158,764,Tier A (Excellent),0.431,Small Business,6500,36,9.09,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,29.27
APP-002792,CUST-002792,2022-04-06,Mobile App,21,Full-Time,Own,195088,716,Tier B (Good),0.186,Debt Consolidation,37500,36,10.2,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,32.35
APP-002793,CUST-002793,2024-07-20,Direct Web,45,Full-Time,Mortgage,37292,657,Tier C (Fair),0.337,Home Improvement,17000,60,15.47,Document Verification,Credit Declined,Declined_Credit,0.0,39.42
APP-002794,CUST-002794,2024-05-04,Affiliate Partner,50,Self-Employed,Mortgage,37320,614,Tier D (Subprime),0.405,Small Business,32000,60,22.14,Document Verification,Credit Declined,Declined_Credit,0.0,35.99
APP-002795,CUST-002795,2022-01-26,Affiliate Partner,31,Full-Time,Mortgage,71262,701,Tier B (Good),0.506,Debt Consolidation,38000,60,11.98,Disbursed,Active/Funded,Current (Good Standing),17100.0,112.46
APP-002796,CUST-002796,2024-06-29,Broker Aggregator,25,Full-Time,Mortgage,49436,612,Tier D (Subprime),0.231,Debt Consolidation,14500,60,20.97,Document Verification,Credit Declined,Declined_Credit,0.0,60.43
APP-002797,CUST-002797,2023-08-02,Affiliate Partner,41,Full-Time,Mortgage,75307,530,Tier E (Deep Subprime),0.551,Personal,13000,36,29.42,Lead Captured,Abandoned,Incomplete,0.0,3.01
APP-002798,CUST-002798,2023-02-03,Mobile App,41,Full-Time,Mortgage,73838,762,Tier A (Excellent),0.438,Personal,25000,36,8.76,Credit Approved,Offer Declined,Offer_Rejected,0.0,109.9
APP-002799,CUST-002799,2022-10-15,Direct Web,53,Full-Time,Rent,48134,586,Tier D (Subprime),0.364,Debt Consolidation,8500,60,22.06,Document Verification,Credit Declined,Declined_Credit,0.0,68.99
APP-002800,CUST-002800,2022-10-20,Broker Aggregator,46,Full-Time,Mortgage,77081,652,Tier C (Fair),0.304,Personal,22500,36,15.64,Document Verification,Credit Declined,Declined_Credit,0.0,42.69
APP-002801,CUST-002801,2024-03-16,Broker Aggregator,44,Full-Time,Rent,116028,660,Tier C (Fair),0.31,Debt Consolidation,9500,36,15.52,Document Verification,Credit Declined,Declined_Credit,0.0,43.56
APP-002802,CUST-002802,2023-08-19,Direct Web,30,Full-Time,Own,46209,705,Tier B (Good),0.455,Personal,13500,36,12.54,Credit Approved,Offer Declined,Offer_Rejected,0.0,76.02
APP-002803,CUST-002803,2023-09-02,Affiliate Partner,54,Full-Time,Own,55728,713,Tier B (Good),0.276,Personal,35500,36,11.07,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,34.28
APP-002804,CUST-002804,2024-07-14,Mobile App,34,Full-Time,Mortgage,36829,702,Tier B (Good),0.252,Personal,15500,60,11.34,Disbursed,Active/Funded,Current (Good Standing),14725.0,126.67
APP-002805,CUST-002805,2022-06-12,Direct Web,23,Full-Time,Other,110897,767,Tier A (Excellent),0.264,Home Improvement,18500,60,8.83,Disbursed,Active/Funded,Current (Good Standing),9866.67,122.7
APP-002806,CUST-002806,2024-10-06,Broker Aggregator,39,Unemployed,Own,18000,577,Tier E (Deep Subprime),0.38,Debt Consolidation,6000,60,29.37,Document Verification,Credit Declined,Declined_Credit,0.0,36.36
APP-002807,CUST-002807,2022-11-03,Mobile App,43,Full-Time,Rent,42127,601,Tier D (Subprime),0.056,Personal,24000,36,19.79,Credit Approved,Offer Declined,Offer_Rejected,0.0,92.14
APP-002808,CUST-002808,2024-09-18,Direct Web,31,Full-Time,Own,67272,850,Tier A (Excellent),0.214,Home Improvement,20000,36,8.82,Disbursed,Active/Funded,Current (Good Standing),19444.44,124.03
APP-002809,CUST-002809,2024-05-11,Direct Web,39,Part-Time,Mortgage,35754,653,Tier C (Fair),0.401,Personal,17000,60,15.74,Disbursed,Active/Funded,Current (Good Standing),15583.33,132.72
APP-002810,CUST-002810,2022-11-28,Mobile App,48,Full-Time,Mortgage,46965,629,Tier D (Subprime),0.16,Debt Consolidation,14000,36,21.59,Disbursed,Active/Funded,Current (Good Standing),5055.56,135.19
APP-002811,CUST-002811,2022-02-27,Broker Aggregator,49,Full-Time,Mortgage,22094,691,Tier C (Fair),0.154,Debt Consolidation,16500,36,15.54,Document Verification,Credit Declined,Declined_Credit,0.0,59.22
APP-002812,CUST-002812,2022-01-30,Affiliate Partner,38,Full-Time,Own,81172,730,Tier B (Good),0.321,Personal,17500,36,11.48,Credit Approved,Offer Declined,Offer_Rejected,0.0,61.22
APP-002813,CUST-002813,2022-01-21,Affiliate Partner,37,Contractor,Own,38920,704,Tier B (Good),0.53,Debt Consolidation,22500,60,12.57,Disbursed,Active/Funded,Current (Good Standing),10125.0,74.52
APP-002814,CUST-002814,2024-04-25,Mobile App,31,Full-Time,Mortgage,66412,675,Tier C (Fair),0.374,Personal,27500,60,16.65,Disbursed,Active/Funded,Current (Good Standing),24750.0,136.11
APP-002815,CUST-002815,2024-03-18,Mobile App,41,Full-Time,Mortgage,66497,747,Tier B (Good),0.509,Small Business,31000,36,11.6,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,18.3
APP-002816,CUST-002816,2024-05-14,Direct Web,37,Full-Time,Mortgage,65884,588,Tier D (Subprime),0.354,Debt Consolidation,24500,60,21.94,Document Verification,Credit Declined,Declined_Credit,0.0,75.23
APP-002817,CUST-002817,2024-02-22,Direct Web,41,Contractor,Rent,30086,700,Tier B (Good),0.221,Debt Consolidation,17000,60,11.38,Disbursed,Active/Funded,Current (Good Standing),14733.33,81.72
APP-002818,CUST-002818,2022-05-11,Direct Web,46,Full-Time,Rent,42277,545,Tier E (Deep Subprime),0.292,Debt Consolidation,14000,60,28.77,Disbursed,Active/Funded,Current (Good Standing),7233.33,92.02
APP-002819,CUST-002819,2023-11-18,Direct Web,45,Unemployed,Mortgage,18000,621,Tier D (Subprime),0.263,Personal,27500,36,21.9,Disbursed,Active/Funded,Current (Good Standing),19097.22,114.79
APP-002820,CUST-002820,2022-11-13,Affiliate Partner,48,Full-Time,Own,43325,794,Tier A (Excellent),0.301,Small Business,24500,36,8.83,Credit Approved,Offer Declined,Offer_Rejected,0.0,101.21
APP-002821,CUST-002821,2022-02-21,Mobile App,26,Full-Time,Mortgage,72629,811,Tier A (Excellent),0.561,Personal,19500,36,9.43,Disbursed,Active/Funded,Current (Good Standing),2166.67,90.62
APP-002822,CUST-002822,2024-07-04,Direct Web,37,Full-Time,Own,30319,618,Tier D (Subprime),0.305,Small Business,32000,36,22.16,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,7.56
APP-002823,CUST-002823,2022-07-10,Mobile App,38,Full-Time,Rent,60888,800,Tier A (Excellent),0.242,Home Improvement,10000,36,7.96,Document Verification,Credit Declined,Declined_Credit,0.0,64.81
APP-002824,CUST-002824,2024-05-08,Direct Web,44,Full-Time,Rent,49948,648,Tier C (Fair),0.337,Debt Consolidation,17000,60,15.68,Lead Captured,Abandoned,Incomplete,0.0,0.83
APP-002825,CUST-002825,2024-10-14,Affiliate Partner,36,Self-Employed,Mortgage,67293,746,Tier B (Good),0.436,Small Business,24500,36,11.92,Disbursed,Active/Funded,Current (Good Standing),23819.44,105.25
APP-002826,CUST-002826,2024-04-11,Mobile App,21,Self-Employed,Mortgage,26400,732,Tier B (Good),0.338,Personal,31000,36,11.04,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,27.23
APP-002827,CUST-002827,2022-01-11,Mobile App,39,Unemployed,Rent,62109,677,Tier C (Fair),0.223,Personal,12500,60,15.61,Disbursed,Active/Funded,Current (Good Standing),5416.67,65.41
APP-002828,CUST-002828,2022-04-13,Broker Aggregator,30,Self-Employed,Own,46166,801,Tier A (Excellent),0.233,Home Improvement,30500,60,7.97,Document Verification,Credit Declined,Declined_Credit,0.0,51.88
APP-002829,CUST-002829,2023-03-04,Mobile App,45,Full-Time,Mortgage,218218,848,Tier A (Excellent),0.358,Small Business,9500,36,9.33,Disbursed,Active/Funded,Current (Good Standing),4222.22,110.52
APP-002830,CUST-002830,2023-08-28,Mobile App,68,Full-Time,Mortgage,58826,612,Tier D (Subprime),0.492,Home Improvement,40500,36,23.14,Document Verification,Credit Declined,Declined_Credit,0.0,65.45
APP-002831,CUST-002831,2022-05-29,Direct Web,32,Self-Employed,Mortgage,64606,682,Tier C (Fair),0.345,Debt Consolidation,16500,36,16.21,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,26.4
APP-002832,CUST-002832,2024-05-09,Direct Web,41,Full-Time,Rent,48494,791,Tier A (Excellent),0.439,Debt Consolidation,23500,60,9.69,Disbursed,Active/Funded,Current (Good Standing),21541.67,89.6
APP-002833,CUST-002833,2023-05-26,Mobile App,32,Full-Time,Mortgage,68071,717,Tier B (Good),0.399,Debt Consolidation,12000,36,11.37,Disbursed,Active/Funded,Current (Good Standing),6333.33,139.33
APP-002834,CUST-002834,2022-11-14,Affiliate Partner,39,Full-Time,Own,27976,620,Tier D (Subprime),0.338,Debt Consolidation,24500,60,22.06,Document Verification,Credit Declined,Declined_Credit,0.0,69.36
APP-002835,CUST-002835,2024-10-29,Direct Web,48,Full-Time,Rent,51321,754,Tier A (Excellent),0.318,Personal,25500,36,9.04,Disbursed,Active/Funded,Current (Good Standing),24791.67,142.19
APP-002836,CUST-002836,2024-08-12,Direct Web,39,Full-Time,Mortgage,19889,593,Tier D (Subprime),0.399,Personal,13000,36,22.06,Document Verification,Credit Declined,Declined_Credit,0.0,70.19
APP-002837,CUST-002837,2023-03-31,Direct Web,31,Full-Time,Mortgage,66147,634,Tier D (Subprime),0.366,Small Business,19500,60,22.33,Credit Approved,Offer Declined,Offer_Rejected,0.0,79.49
APP-002838,CUST-002838,2022-10-03,Direct Web,32,Contractor,Own,18000,779,Tier A (Excellent),0.305,Personal,27000,36,8.3,Disbursed,Active/Funded,Current (Good Standing),8250.0,136.92
APP-002839,CUST-002839,2022-08-03,Affiliate Partner,30,Full-Time,Mortgage,85064,669,Tier C (Fair),0.524,Small Business,28500,60,16.66,Disbursed,Active/Funded,Current (Good Standing),15675.0,144.44
APP-002840,CUST-002840,2023-03-24,Broker Aggregator,23,Full-Time,Rent,43666,685,Tier C (Fair),0.155,Debt Consolidation,21500,60,14.36,Document Verification,Credit Declined,Declined_Credit,0.0,32.27
APP-002841,CUST-002841,2022-04-19,Mobile App,56,Full-Time,Own,48520,747,Tier B (Good),0.466,Auto Refinance,36000,36,11.82,Disbursed,Active/Funded,Current (Good Standing),6000.0,96.87
APP-002842,CUST-002842,2024-01-12,Direct Web,24,Full-Time,Mortgage,27374,617,Tier D (Subprime),0.1,Auto Refinance,33500,36,20.53,Document Verification,Credit Declined,Declined_Credit,0.0,66.86
APP-002843,CUST-002843,2022-10-27,Direct Web,40,Full-Time,Mortgage,79304,695,Tier C (Fair),0.05,Small Business,20500,36,13.91,Disbursed,Active/Funded,Current (Good Standing),6833.33,94.91
APP-002844,CUST-002844,2023-02-25,Direct Web,41,Full-Time,Rent,70743,774,Tier A (Excellent),0.222,Auto Refinance,32500,36,8.17,Disbursed,Active/Funded,Current (Good Standing),14444.44,121.82
APP-002845,CUST-002845,2024-04-07,Direct Web,21,Full-Time,Mortgage,29450,649,Tier C (Fair),0.483,Small Business,19000,36,17.11,Disbursed,Active/Funded,Current (Good Standing),15833.33,59.58
APP-002846,CUST-002846,2023-08-24,Direct Web,35,Full-Time,Mortgage,56546,545,Tier E (Deep Subprime),0.262,Home Improvement,35000,36,28.56,Document Verification,Credit Declined,Declined_Credit,0.0,60.31
APP-002847,CUST-002847,2022-05-14,Affiliate Partner,42,Contractor,Rent,28397,633,Tier D (Subprime),0.598,Debt Consolidation,19500,60,22.55,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,23.03
APP-002848,CUST-002848,2022-09-30,Direct Web,24,Part-Time,Rent,29676,729,Tier B (Good),0.548,Small Business,11000,60,12.41,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,14.6
APP-002849,CUST-002849,2022-02-16,Mobile App,36,Full-Time,Mortgage,70432,566,Tier E (Deep Subprime),0.105,Home Improvement,25000,60,27.94,Document Verification,Credit Declined,Declined_Credit,0.0,33.42
APP-002850,CUST-002850,2023-12-09,Direct Web,46,Full-Time,Rent,34968,810,Tier A (Excellent),0.317,Auto Refinance,19000,60,9.12,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,12.16
APP-002851,CUST-002851,2024-03-07,Mobile App,43,Full-Time,Rent,66548,753,Tier A (Excellent),0.215,Small Business,32000,36,7.85,Disbursed,Active/Funded,Current (Good Standing),25777.78,101.82
APP-002852,CUST-002852,2023-05-02,Affiliate Partner,39,Full-Time,Mortgage,54053,760,Tier A (Excellent),0.349,Personal,35000,60,9.07,Document Verification,Credit Declined,Declined_Credit,0.0,62.71
APP-002853,CUST-002853,2022-06-26,Direct Web,33,Full-Time,Rent,60231,642,Tier C (Fair),0.434,Debt Consolidation,19500,36,16.77,Disbursed,Active/Funded,Current (Good Standing),4333.33,102.63
APP-002854,CUST-002854,2024-10-14,Affiliate Partner,39,Full-Time,Rent,77733,780,Tier A (Excellent),0.532,Debt Consolidation,24000,60,9.94,Document Verification,Credit Declined,Declined_Credit,0.0,49.31
APP-002855,CUST-002855,2024-05-13,Mobile App,38,Full-Time,Mortgage,29208,607,Tier D (Subprime),0.419,Personal,6000,36,22.53,Disbursed,Active/Funded,Current (Good Standing),5166.67,132.13
APP-002856,CUST-002856,2022-12-12,Direct Web,37,Full-Time,Mortgage,48357,754,Tier A (Excellent),0.475,Debt Consolidation,24500,36,9.84,Disbursed,Active/Funded,Current (Good Standing),9527.78,93.82
